rank,wave,class,sourceKey,commercial tier,tier why,country deficiency,priority,country,destination,category,required subject,required composition,widest display px,action,acquisition route,cost band,canonical asset id,current reference,replacement filename,pages,hero on,first page,why,current provider,current photographer,current source
1072,W9 no acquisition,KEEP,pexels:631317,4,no price attached,70%,P3,angola,kissama and luengue luiana,safari,"A herd of African elephants walking through Kruger National Park, South Africa., Angola",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000014,https://images.pexels.com/photos/631317/pexels-photo-631317.jpeg,angola/safari/a-herd-of-african-elephants-walking-through-kruger-national-park-south.avif,2,/places/angola/kissama-and-luengue-luiana.html,/places/angola/kissama-and-luengue-luiana.html,"relevance 4.9, subject query, names its country",pexels,Frans van Heerden,https://www.pexels.com/photo/elephants-on-brown-mountain-631317/
1073,W9 no acquisition,KEEP,pexels:15402982,4,no price attached,70%,P3,angola,ovimbundu mbundu bakongo ovahimba,traditional-people,"an Ovahimba woman in ochre and braided hair near the Cunene, Angola",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000015,https://images.pexels.com/photos/15402982/pexels-photo-15402982.jpeg,angola/traditional-people/an-ovahimba-woman-in-ochre-and-braided-hair-near-the-cunene-angola.avif,3,/places/angola/ovimbundu-mbundu-bakongo-ovahimba.html,/places/angola/ovimbundu-mbundu-bakongo-ovahimba.html,"relevance 5.7, subject query, names its country",pexels,TUBARONES PHOTOGRAPHY,https://www.pexels.com/photo/smiling-woman-sitting-with-pots-on-ground-15402982/
1074,W9 no acquisition,KEEP,pexels:7177499,4,no price attached,70%,P3,angola,kalandula and ruacana,waterfalls,"Iguazu Falls with lush greenery and cascading water in misty weather., Angola",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000016,https://images.pexels.com/photos/7177499/pexels-photo-7177499.jpeg,angola/waterfalls/iguazu-falls-with-lush-greenery-and-cascading-water-in-misty-weather-a.avif,3,/places/angola/kalandula-and-ruacana.html,/places/angola/kalandula-and-ruacana.html,"relevance 4.7, subject query, names its country",pexels,Victor Rutka,https://www.pexels.com/photo/a-close-up-shot-of-the-iguazu-waterfalls-7177499/
1075,W9 no acquisition,KEEP,pexels:17832027,4,no price attached,70%,P4,angola,,beaches,"the sand spit of the Ilha do Cabo curving across Luanda bay, Angola",unconstrained,0,migrate as it is,none,— already ours.,AKL-000010,https://images.pexels.com/photos/17832027/pexels-photo-17832027.jpeg,angola/beaches/the-sand-spit-of-the-ilha-do-cabo-curving-across-luanda-bay-angola.avif,4,,/angola.html,"relevance 6.0, subject query, names its country",pexels,Alina  Rossoshanska,https://www.pexels.com/photo/cabo-da-roca-with-lighthouse-17832027/
1076,W9 no acquisition,KEEP,pexels:16109258,4,no price attached,67%,P3,algeria,silver wool and pottery,crafts,"A man displaying a handmade silver necklace with a pendant., Algeria",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000002,https://images.pexels.com/photos/16109258/pexels-photo-16109258.jpeg,algeria/crafts/a-man-displaying-a-handmade-silver-necklace-with-a-pendant-algeria.avif,2,/places/algeria/silver-wool-and-pottery.html,/places/algeria/silver-wool-and-pottery.html,"relevance 4.2, subject query, names its country",pexels,COPPERTIST WU,https://www.pexels.com/photo/man-wearing-silver-necklace-16109258/
1077,W9 no acquisition,KEEP,unsplash:UvlCbhVgYo0,4,no price attached,67%,P3,algeria,the case for going now,eco-tourism,"an empty Roman street at Djemila with nobody on it, Algeria",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000003,https://images.unsplash.com/photo-1750876420397-cbe360ed4f9f,algeria/eco-tourism/an-empty-roman-street-at-djemila-with-nobody-on-it-algeria.avif,2,/places/algeria/the-case-for-going-now.html,/places/algeria/the-case-for-going-now.html,"relevance 4.7, subject query, names its country",unsplash,Ondrej Bocek,https://unsplash.com/photos/ancient-roman-ruins-stand-in-the-desert-landscape-UvlCbhVgYo0
1078,W9 no acquisition,KEEP,pexels:26587862,4,no price attached,67%,P3,algeria,couscous on friday,food,a plate of Algerian couscous with vegetables and broth,16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000004,https://images.pexels.com/photos/26587862/pexels-photo-26587862.jpeg,algeria/food/a-plate-of-algerian-couscous-with-vegetables-and-broth.avif,3,/places/algeria/couscous-on-friday.html,/index.html,"relevance 6.2, subject query, names its country",pexels,Luiz Henrique  Mendes,https://www.pexels.com/photo/plate-with-a-dinner-dish-on-a-wooden-table-26587862/
1079,W9 no acquisition,KEEP,pexels:15983911,4,no price attached,67%,P3,algeria,the kabylie cedars,forests,"ancient Atlas cedar trees on the Djurdjura ridge in Kabylie, Algeria",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000005,https://images.pexels.com/photos/15983911/pexels-photo-15983911.jpeg,algeria/forests/ancient-atlas-cedar-trees-on-the-djurdjura-ridge-in-kabylie-algeria.avif,4,/places/algeria/the-kabylie-cedars.html,/algeria.html,"relevance 4.7, subject query, names its country",pexels,Moaz Tobok,https://www.pexels.com/photo/pews-in-abbey-of-our-lady-of-atlas-draa-essamar-algeria-15983911/
1080,W9 no acquisition,KEEP,unsplash:4E2NXNsHObk,4,no price attached,67%,P3,algeria,seven sites nine thousand years,heritage,"prehistoric rock paintings of cattle at Tassili n'Ajjer, Algeria",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000006,https://images.unsplash.com/photo-1714315306717-4eb28bec1a49,algeria/heritage/prehistoric-rock-paintings-of-cattle-at-tassili-n-ajjer-algeria.avif,3,/places/algeria/seven-sites-nine-thousand-years.html,/places/algeria/seven-sites-nine-thousand-years.html,"relevance 5.8, subject query, names its country",unsplash,Azzedine Rouichi,https://unsplash.com/photos/a-rock-with-a-carving-of-a-bird-on-it-4E2NXNsHObk
1081,W9 no acquisition,KEEP,pexels:36640667,4,no price attached,67%,P3,algeria,rare and getting less so,luxury,"a restored Ottoman courtyard house in the Casbah of Algiers, Algeria",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000007,https://images.pexels.com/photos/36640667/pexels-photo-36640667.jpeg,algeria/luxury/a-restored-ottoman-courtyard-house-in-the-casbah-of-algiers-algeria.avif,2,/places/algeria/rare-and-getting-less-so.html,/places/algeria/rare-and-getting-less-so.html,"relevance 4.5, subject query, names its country",pexels,Miguel Cuenca,https://www.pexels.com/photo/casbah-of-algiers-with-palm-trees-and-murals-36640667/
1082,W9 no acquisition,KEEP,pexels:10841649,4,no price attached,67%,P3,algeria,the djurdjura and the hoggar,mountains,"Snow-capped mountain range with a clear sky and scenic town view, perfect for landscape enthusiasts., Algeria",16/9 and 4/3,1800,migrate as it is,none,— already ours.,AKL-000008,https://images.pexels.com/photos/10841649/pexels-photo-10841649.jpeg,algeria/mountains/snow-capped-mountain-range-with-a-clear-sky-and-scenic-town-view-perfe.avif,4,/places/algeria/the-djurdjura-and-the-hoggar.html,/algeria.html,"relevance 6.0, subject query, names its country",pexels,Jose Manuel Gonzalez  Lupiañez Photography,https://www.pexels.com/photo/mountains-over-town-10841649/
1083,W9 no acquisition,KEEP,pexels:10386600,4,no price attached,67%,P3,mali,sudano sahelian,architecture,"the buttressed mud facade and wooden beams of a Sahelian mosque, Mali",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000345,https://images.pexels.com/photos/10386600/pexels-photo-10386600.jpeg,mali/architecture/the-buttressed-mud-facade-and-wooden-beams-of-a-sahelian-mosque-mali.avif,3,/places/mali/sudano-sahelian.html,/places/mali/sudano-sahelian.html,"relevance 6.2, subject query, names its country",pexels,Kakhraman Nazarov,https://www.pexels.com/photo/brown-wooden-door-on-brown-concrete-wall-10386600/
1084,W9 no acquisition,KEEP,pexels:36916836,4,no price attached,67%,P3,mali,hard country for it,family-community,children playing in a village square in southern Mali,16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000346,https://images.pexels.com/photos/36916836/pexels-photo-36916836.jpeg,mali/family-community/children-playing-in-a-village-square-in-southern-mali.avif,2,/places/mali/hard-country-for-it.html,/places/mali/hard-country-for-it.html,"relevance 7.7, subject query, names its country",pexels,Ana Kenk,https://www.pexels.com/photo/children-playing-in-a-rural-village-in-zambia-36916836/
1085,W9 no acquisition,KEEP,pexels:19702898,4,no price attached,67%,P3,mali,the sigui and the dama,festivals,"Dogon dancers in tall kanaga masks in a village square, Mali",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000347,https://images.pexels.com/photos/19702898/pexels-photo-19702898.jpeg,mali/festivals/dogon-dancers-in-tall-kanaga-masks-in-a-village-square-mali.avif,3,/places/mali/the-sigui-and-the-dama.html,/places/mali/the-sigui-and-the-dama.html,"relevance 4.5, subject query, names its country",pexels,alameen .ng,https://www.pexels.com/photo/women-and-child-in-village-on-desert-19702898/
1086,W9 no acquisition,KEEP,pexels:36304641,4,no price attached,67%,P3,mali,tigadege na and capitaine,food,"grilled capitaine fish with rice and onion sauce on a plate, Mali",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000348,https://images.pexels.com/photos/36304641/pexels-photo-36304641.jpeg,mali/food/grilled-capitaine-fish-with-rice-and-onion-sauce-on-a-plate-mali.avif,2,/places/mali/tigadege-na-and-capitaine.html,/places/mali/tigadege-na-and-capitaine.html,"relevance 4.7, subject query, names its country",pexels,Efrem C.,https://www.pexels.com/photo/grilled-trout-with-vegetables-on-bbq-36304641/
1087,W9 no acquisition,KEEP,pexels:10468562,4,no price attached,67%,P3,mali,the tomb of askia,hidden-gems,"the mud pyramid tomb of Askia at Gao with wooden beams, Mali",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000349,https://images.pexels.com/photos/10468562/pexels-photo-10468562.jpeg,mali/hidden-gems/the-mud-pyramid-tomb-of-askia-at-gao-with-wooden-beams-mali.avif,2,/places/mali/the-tomb-of-askia.html,/places/mali/the-tomb-of-askia.html,"relevance 6.2, subject query, names its country",pexels,Мадина,https://www.pexels.com/photo/clear-sky-over-pyramid-10468562/
1088,W9 no acquisition,KEEP,pexels:30312009,4,no price attached,67%,P3,mali,timbuktu,historic-sites,"the mud-brick Sankore mosque in Timbuktu, Mali",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000350,https://images.pexels.com/photos/30312009/pexels-photo-30312009.jpeg,mali/historic-sites/the-mud-brick-sankore-mosque-in-timbuktu-mali.avif,2,/places/mali/timbuktu.html,/places/mali/timbuktu.html,"relevance 4.7, subject query, names its country",pexels,奇 徐,https://www.pexels.com/photo/ancient-mud-brick-village-with-traditional-architecture-30312009/
1089,W9 no acquisition,KEEP,pexels:35641248,4,no price attached,67%,P3,mali,the escarpment on foot,outdoor,"Adventurers climbing a steep, rocky path in the Tatra Mountains under a clear blue sky., Mali",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000351,https://images.pexels.com/photos/35641248/pexels-photo-35641248.jpeg,mali/outdoor/adventurers-climbing-a-steep-rocky-path-in-the-tatra-mountains-under-a.avif,2,/places/mali/the-escarpment-on-foot.html,/places/mali/the-escarpment-on-foot.html,"relevance 4.5, subject query, names its country",pexels,Artūras Kokorevas,https://www.pexels.com/photo/mountain-climbers-on-rocky-path-in-tatra-mountains-35641248/
1090,W9 no acquisition,KEEP,pexels:32290352,4,no price attached,67%,P3,mali,falls at woroni,waterfalls,"a seasonal waterfall over sandstone on the Dogon plateau, Mali",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000352,https://images.pexels.com/photos/32290352/pexels-photo-32290352.jpeg,mali/waterfalls/a-seasonal-waterfall-over-sandstone-on-the-dogon-plateau-mali.avif,3,/places/mali/falls-at-woroni.html,/places/mali/falls-at-woroni.html,"relevance 6.2, subject query, names its country",pexels,Alex Moliski,https://www.pexels.com/photo/stunning-waterfall-at-grand-canyon-s-ribbon-falls-32290352/
1091,W9 no acquisition,KEEP,pexels:27978004,4,no price attached,67%,P3,mozambique,coral stone and colonial,architecture,"a colonial-era building in Maputo with modernist lines, Mozambique",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000395,https://images.pexels.com/photos/27978004/pexels-photo-27978004.jpeg,mozambique/architecture/a-colonial-era-building-in-maputo-with-modernist-lines-mozambique.avif,3,/places/mozambique/coral-stone-and-colonial.html,/places/mozambique/coral-stone-and-colonial.html,"relevance 6.2, subject query, names its country",pexels,Stephen Tettey Atsu,https://www.pexels.com/photo/two-men-are-working-on-scaffolding-in-front-of-a-building-27978004/
1092,W9 no acquisition,KEEP,pexels:37270326,4,no price attached,67%,P3,mozambique,bazaruto and the quirimbas,beaches,"the sand dunes and turquoise water of Bazaruto, Mozambique",16/9 and 4/3,1800,migrate as it is,none,— already ours.,AKL-000396,https://images.pexels.com/photos/37270326/pexels-photo-37270326.jpeg,mozambique/beaches/the-sand-dunes-and-turquoise-water-of-bazaruto-mozambique.avif,4,/places/mozambique/bazaruto-and-the-quirimbas.html,/mozambique.html,"relevance 7.5, subject query, names its country",pexels,Leandro Bezerra,https://www.pexels.com/photo/stunning-sand-dunes-at-rio-grande-do-norte-beach-37270326/
1093,W9 no acquisition,KEEP,pexels:38477813,4,no price attached,67%,P3,mozambique,warm water all year,family-community,"children swimming in shallow water inside a reef, Mozambique",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000397,https://images.pexels.com/photos/38477813/pexels-photo-38477813.jpeg,mozambique/family-community/children-swimming-in-shallow-water-inside-a-reef-mozambique.avif,2,/places/mozambique/warm-water-all-year.html,/places/mozambique/warm-water-all-year.html,"relevance 4.7, subject query, names its country",pexels,Nothing Ahead,https://www.pexels.com/photo/group-of-children-swimming-in-deep-blue-water-38477813/
1094,W9 no acquisition,KEEP,pexels:29309713,4,no price attached,67%,P3,mozambique,peri peri and matapa,food,"grilled prawns with peri-peri at a beach kitchen, Mozambique",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000398,https://images.pexels.com/photos/29309713/pexels-photo-29309713.jpeg,mozambique/food/grilled-prawns-with-peri-peri-at-a-beach-kitchen-mozambique.avif,2,/places/mozambique/peri-peri-and-matapa.html,/places/mozambique/peri-peri-and-matapa.html,"relevance 6.2, subject query, names its country",pexels,NGUYỄN THÀNH NHƠN,https://www.pexels.com/photo/delicious-grilled-seafood-and-meat-on-barbecue-29309713/
1095,W9 no acquisition,KEEP,pexels:33206568,4,no price attached,67%,P3,mozambique,coastal forest,forests,mangrove forest along a northern Mozambique estuary,16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000399,https://images.pexels.com/photos/33206568/pexels-photo-33206568.jpeg,mozambique/forests/mangrove-forest-along-a-northern-mozambique-estuary.avif,4,/places/mozambique/coastal-forest.html,/mozambique.html,"relevance 6.2, subject query, names its country",pexels,Jahra Tasfia Reza,https://www.pexels.com/photo/lush-mangrove-forest-reflected-in-calm-water-33206568/
1096,W9 no acquisition,KEEP,pexels:11444400,4,no price attached,67%,P3,mozambique,the zambezi and cahora bassa,lakes-rivers,"the Zambezi river wide in the Mozambican lowlands, Mozambique",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000400,https://images.pexels.com/photos/11444400/pexels-photo-11444400.jpeg,mozambique/lakes-rivers/the-zambezi-river-wide-in-the-mozambican-lowlands-mozambique.avif,3,/places/mozambique/the-zambezi-and-cahora-bassa.html,/places/mozambique/the-zambezi-and-cahora-bassa.html,"relevance 5.4, subject query, names its country",pexels,Murillo Molissani,https://www.pexels.com/photo/brown-animal-drinking-water-on-the-river-11444400/
1097,W9 no acquisition,KEEP,pexels:10615681,4,no price attached,67%,P3,mozambique,murchison of the south,waterfalls,a waterfall off the escarpment in northern Mozambique,16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000401,https://images.pexels.com/photos/10615681/pexels-photo-10615681.jpeg,mozambique/waterfalls/a-waterfall-off-the-escarpment-in-northern-mozambique.avif,3,/places/mozambique/murchison-of-the-south.html,/places/mozambique/murchison-of-the-south.html,"relevance 6.2, subject query, names its country",pexels,Quang Nguyen Vinh,https://www.pexels.com/photo/a-person-standing-on-a-rock-formation-near-the-waterfalls-10615681/
1098,W9 no acquisition,KEEP,pexels:38108355,4,no price attached,67%,P3,niger,mud and beams,architecture,"the beamed mud tower of the Agadez minaret against the sky, Niger",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000414,https://images.pexels.com/photos/38108355/pexels-photo-38108355.jpeg,niger/architecture/the-beamed-mud-tower-of-the-agadez-minaret-against-the-sky-niger.avif,3,/places/niger/mud-and-beams.html,/places/niger/mud-and-beams.html,"relevance 6.2, subject query, names its country",pexels,Sani Maikatanga,https://www.pexels.com/photo/traditional-wodaabe-attire-and-face-paint-in-niger-38108355/
1099,W9 no acquisition,KEEP,pexels:38109509,4,no price attached,67%,P3,niger,tuareg silver and leather,crafts,"silver Agadez crosses laid out on tooled leather, Niger",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000415,https://images.pexels.com/photos/38109509/pexels-photo-38109509.jpeg,niger/crafts/silver-agadez-crosses-laid-out-on-tooled-leather-niger.avif,2,/places/niger/tuareg-silver-and-leather.html,/places/niger/tuareg-silver-and-leather.html,"relevance 4.6, subject query, names its country",pexels,Sani Maikatanga,https://www.pexels.com/photo/vibrant-camel-race-festival-in-niger-desert-38109509/
1100,W9 no acquisition,KEEP,pexels:31291361,4,no price attached,67%,P3,niger,the bilma salt caravans,hidden-gems,"a salt caravan of camels crossing dunes near Bilma, Niger",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000417,https://images.pexels.com/photos/31291361/pexels-photo-31291361.jpeg,niger/hidden-gems/a-salt-caravan-of-camels-crossing-dunes-near-bilma-niger.avif,2,/places/niger/the-bilma-salt-caravans.html,/places/niger/the-bilma-salt-caravans.html,"relevance 6.5, subject query, names its country",pexels,Walid Ahmad,https://www.pexels.com/photo/aerial-view-of-camels-in-sharjah-desert-landscape-31291361/
1101,W9 no acquisition,KEEP,pexels:38108351,4,no price attached,67%,P3,niger,agadez,historic-sites,"the tall mud minaret of the Agadez mosque with its wooden beams, Niger",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000418,https://images.pexels.com/photos/38108351/pexels-photo-38108351.jpeg,niger/historic-sites/the-tall-mud-minaret-of-the-agadez-mosque-with-its-wooden-beams-niger.avif,2,/places/niger/agadez.html,/places/niger/agadez.html,"relevance 4.4, subject query, names its country",pexels,Sani Maikatanga,https://www.pexels.com/photo/traditional-wodaabe-attire-in-agadez-niger-38108351/
1102,W9 no acquisition,KEEP,pexels:33726143,4,no price attached,67%,P3,niger,very little,luxury,"Explore the intricate sandstone architecture of a Jaisalmer heritage hotel courtyard., Niger",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000419,https://images.pexels.com/photos/33726143/pexels-photo-33726143.jpeg,niger/luxury/explore-the-intricate-sandstone-architecture-of-a-jaisalmer-heritage-h.avif,2,/places/niger/very-little.html,/places/niger/very-little.html,"relevance 4.5, subject query, names its country",pexels,Abhishek  Navlakha,https://www.pexels.com/photo/luxury-heritage-hotel-courtyard-in-jaisalmer-33726143/
1103,W9 no acquisition,KEEP,pexels:33566027,4,no price attached,67%,P3,niger,the air on foot and camel,outdoor,"Camel caravan silhouetted against a stunning sunset on the sandy dunes., Niger",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000420,https://images.pexels.com/photos/33566027/pexels-photo-33566027.jpeg,niger/outdoor/camel-caravan-silhouetted-against-a-stunning-sunset-on-the-sandy-dunes.avif,2,/places/niger/the-air-on-foot-and-camel.html,/places/niger/the-air-on-foot-and-camel.html,"relevance 4.5, subject query, names its country",pexels,mohamed aouni,https://www.pexels.com/photo/desert-camel-caravan-silhouetted-at-sunset-33566027/
1104,W9 no acquisition,KEEP,pexels:38108350,4,no price attached,67%,P3,niger,the wodaabe,traditional-people,"Wodaabe men in face paint dancing at the Gerewol, Niger",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000421,https://images.pexels.com/photos/38108350/pexels-photo-38108350.jpeg,niger/traditional-people/wodaabe-men-in-face-paint-dancing-at-the-gerewol-niger.avif,3,/places/niger/the-wodaabe.html,/places/niger/the-wodaabe.html,"relevance 9.2, subject query, names its country",pexels,Sani Maikatanga,https://www.pexels.com/photo/wodaabe-traditional-festival-in-niger-38108350/
1105,W9 no acquisition,KEEP,unsplash:RhZ9manM17I,4,no price attached,67%,P4,algeria,,beaches,"a limestone cove on the Jijel coast with clear water, Algeria",unconstrained,0,migrate as it is,none,— already ours.,AKL-000001,https://images.unsplash.com/photo-1631396388004-f7415e1420d0,algeria/beaches/a-limestone-cove-on-the-jijel-coast-with-clear-water-algeria.avif,4,,/algeria.html,"relevance 6.0, subject query, names its country",unsplash,Meriane Nassim,https://unsplash.com/photos/a-light-house-sitting-on-top-of-a-hill-next-to-a-body-of-water-RhZ9manM17I
1106,W9 no acquisition,KEEP,pexels:33812288,4,no price attached,65%,P3,benin,applique and bronze,crafts,"an Abomey applique cloth banner with royal symbols, Benin",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000018,https://images.pexels.com/photos/33812288/pexels-photo-33812288.jpeg,benin/crafts/an-abomey-applique-cloth-banner-with-royal-symbols-benin.avif,2,/places/benin/applique-and-bronze.html,/places/benin/applique-and-bronze.html,"relevance 4.2, subject query, names its country",pexels,Atman Bouba,https://www.pexels.com/photo/traditional-craftsmanship-in-abomey-benin-33812288/
1107,W9 no acquisition,KEEP,pexels:5133463,4,no price attached,65%,P3,benin,the route of the slaves,heritage,"A 'Closed' sign on a door, displaying a return time., Benin",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000020,https://images.pexels.com/photos/5133463/pexels-photo-5133463.jpeg,benin/heritage/a-closed-sign-on-a-door-displaying-a-return-time-benin.avif,3,/places/benin/the-route-of-the-slaves.html,/places/benin/the-route-of-the-slaves.html,"relevance 4.5, subject query, names its country",pexels,Tim Mossholder,https://www.pexels.com/photo/a-sign-sticking-on-glass-5133463/
1108,W9 no acquisition,KEEP,pexels:29531875,4,no price attached,65%,P3,benin,possotome and lake aheme,hidden-gems,"fishing boats on the shore of Lake Aheme at Possotome, Benin",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000021,https://images.pexels.com/photos/29531875/pexels-photo-29531875.jpeg,benin/hidden-gems/fishing-boats-on-the-shore-of-lake-aheme-at-possotome-benin.avif,2,/places/benin/possotome-and-lake-aheme.html,/places/benin/possotome-and-lake-aheme.html,"relevance 4.7, subject query, names its country",pexels,Dongdilac,https://www.pexels.com/photo/rustic-wooden-bench-by-serene-lake-shore-29531875/
1109,W9 no acquisition,KEEP,pexels:20439245,4,no price attached,65%,P3,benin,walking the atakora,outdoor,"a footpath through Atakora hills past a Somba compound, Benin",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000022,https://images.pexels.com/photos/20439245/pexels-photo-20439245.jpeg,benin/outdoor/a-footpath-through-atakora-hills-past-a-somba-compound-benin.avif,2,/places/benin/walking-the-atakora.html,/places/benin/walking-the-atakora.html,"relevance 4.6, subject query, names its country",pexels,Krishna Mondal,https://www.pexels.com/photo/footpath-among-barren-trees-20439245/
1110,W9 no acquisition,KEEP,pexels:14401038,4,no price attached,65%,P3,benin,stilts and reflection,photography,"Wooden lake houses and moored rowboat on tranquil water, perfect for relaxation themes., Benin",16/9 and 21/9 and 4/3,2100,migrate as it is,none,— already ours.,AKL-000023,https://images.pexels.com/photos/14401038/pexels-photo-14401038.jpeg,benin/photography/wooden-lake-houses-and-moored-rowboat-on-tranquil-water-perfect-for-re.avif,3,/places/benin/stilts-and-reflection.html,/places/benin/stilts-and-reflection.html,"relevance 5.4, subject query, names its country",pexels,Alberto Capparelli,https://www.pexels.com/photo/wooden-boat-on-the-lake-near-wooden-houses-14401038/
1111,W9 no acquisition,KEEP,pexels:35477866,4,no price attached,65%,P3,benin,the w arly pendjari complex,safari,"A herd of African bush elephants drinking at a waterhole in the wild., Benin",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000024,https://images.pexels.com/photos/35477866/pexels-photo-35477866.jpeg,benin/safari/a-herd-of-african-bush-elephants-drinking-at-a-waterhole-in-the-wild-b.avif,2,/places/benin/the-w-arly-pendjari-complex.html,/places/benin/the-w-arly-pendjari-complex.html,"relevance 4.8, subject query, names its country",pexels,Derek Keats,https://www.pexels.com/photo/family-of-african-elephants-at-waterhole-35477866/
1112,W9 no acquisition,KEEP,pexels:20208726,4,no price attached,65%,P3,benin,fon yoruba bariba somba,traditional-people,"a Somba tata fortified mud house in the Atakora, Benin",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000025,https://images.pexels.com/photos/20208726/pexels-photo-20208726.jpeg,benin/traditional-people/a-somba-tata-fortified-mud-house-in-the-atakora-benin.avif,3,/places/benin/fon-yoruba-bariba-somba.html,/places/benin/fon-yoruba-bariba-somba.html,"relevance 4.2, subject query, names its country",pexels,David Kwewum,https://www.pexels.com/photo/traditional-thatched-house-20208726/
1113,W9 no acquisition,KEEP,pexels:3917847,4,no price attached,65%,P3,benin,tanougou,waterfalls,"the Tanougou waterfall falling into a green pool, Benin",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000026,https://images.pexels.com/photos/3917847/pexels-photo-3917847.jpeg,benin/waterfalls/the-tanougou-waterfall-falling-into-a-green-pool-benin.avif,3,/places/benin/tanougou.html,/places/benin/tanougou.html,"relevance 6.2, subject query, names its country",pexels,Avonne Stalling,https://www.pexels.com/photo/photo-of-waterfalls-during-daytime-3917847/
1114,W9 no acquisition,KEEP,pexels:29407145,4,no price attached,63%,P3,chad,ndjamena,cities,"the riverfront and low skyline of N'Djamena on the Chari, Chad",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000091,https://images.pexels.com/photos/29407145/pexels-photo-29407145.jpeg,chad/cities/the-riverfront-and-low-skyline-of-n-djamena-on-the-chari-chad.avif,2,/places/chad/ndjamena.html,/places/chad/ndjamena.html,"relevance 4.9, subject query, names its country",pexels,Sjuan Dogjani,https://www.pexels.com/photo/scenic-urban-skyline-at-water-s-edge-29407145/
1115,W9 no acquisition,KEEP,pexels:19142282,4,no price attached,63%,P3,chad,boule and grilled capitaine,food,"grilled capitaine fish and millet boule on a plate, Chad",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000092,https://images.pexels.com/photos/19142282/pexels-photo-19142282.jpeg,chad/food/grilled-capitaine-fish-and-millet-boule-on-a-plate-chad.avif,2,/places/chad/boule-and-grilled-capitaine.html,/places/chad/boule-and-grilled-capitaine.html,"relevance 4.7, subject query, names its country",pexels,K,https://www.pexels.com/photo/close-up-of-fish-on-a-market-stall-19142282/
1116,W9 no acquisition,KEEP,pexels:33950356,4,no price attached,63%,P3,chad,gallery forest on the rivers,forests,"An empty wooden chair stands alone amid dense green foliage in a serene forest environment., Chad",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000093,https://images.pexels.com/photos/33950356/pexels-photo-33950356.jpeg,chad/forests/an-empty-wooden-chair-stands-alone-amid-dense-green-foliage-in-a-seren.avif,4,/places/chad/gallery-forest-on-the-rivers.html,/chad.html,"relevance 4.2, subject query, names its country",pexels,Nguyễn Hoàng Văn,https://www.pexels.com/photo/solitary-chair-in-lush-green-forest-setting-33950356/
